country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
High-income countries,1960,Unknown,781414180.0,27438614528.0,120.938,0.133,7106.421,360.912,5.35,8616.294,-271.359,-3.053,9.504,0.947,0.277,7.839,0.781,0.216,3789.969,4.18,71.392,4.1579999999999995,0.299,1699.346,278403.062,554106.438,224231.234,466.816,10298.857,287902.438,41510.164,196.651,13070.632,1.294,35.057,0.039,769.073,0.848,11.184,14.399,1536.762,1.695,2268.123,2.903,672.883,0.861,2382.801,2.628,0.009,8.582,67.641,76.838,75.705,53.541,73.483,84.099,90.327,69.65,92.41,47.384,95.55,58.528,80.493,0.543,39.328,92.153,22.916,76.352,0.838,59.087,0.066,0.225,0.302,0.011,11251.649,8739.434,1.518,8.701
High-income countries,1961,Unknown,791125040.0,27438614528.0,129.41,0.141,7292.641,186.221,2.62,8804.645,188.35,2.186,9.591,0.924,0.277,7.944,0.765,0.216,3793.615,4.132,71.392,4.1579999999999995,0.299,1828.756,285695.719,562911.062,228024.844,501.268,11100.78,289443.156,44034.605,205.453,13070.632,1.294,34.452,0.038,801.924,0.874,11.362,14.599,1540.704,1.678,2318.55,2.931,710.53,0.898,2524.439,2.75,0.01,8.802,67.641,78.839,77.457,54.231,76.742,83.704,89.945,69.342,92.097,46.787,95.2,58.036,80.238,0.543,39.959,90.916,22.589,76.265,0.838,58.872,0.068,0.229,0.308,0.011,11549.856,8989.084,1.518,8.701
High-income countries,1962,Unknown,800800512.0,27438614528.0,139.35,0.15,7654.104,361.463,4.957,8843.271,38.625,0.439,9.517,0.878,0.277,8.237,0.76,0.216,3868.417,4.163,71.392,4.1579999999999995,0.299,1968.106,293349.812,571754.375,231893.25,532.112,11973.258,290663.75,46768.453,214.622,13070.632,1.294,30.844,0.033,872.477,0.939,11.774,14.66,1220.604,1.314,2397.534,2.994,741.81,0.926,2733.848,2.942,0.01,9.169,67.641,79.012,78.525,55.002,78.505,83.353,89.605,69.064,91.832,45.978,94.813,57.55,80.029,0.543,35.894,90.157,19.281,76.807,0.838,58.691,0.07,0.233,0.314,0.012,11739.336,9428.71,1.518,8.701
High-income countries,1963,Unknown,810371647.0,27438614528.0,145.996,0.155,8083.264,429.159,5.607,9143.35,300.079,3.393,9.725,0.864,0.277,8.598,0.764,0.216,4022.295,4.278,71.392,4.1579999999999995,0.299,2114.102,301433.062,580897.688,235915.562,566.477,12912.058,291756.438,49700.578,224.304,13070.632,1.294,34.365,0.037,938.799,0.999,12.264,15.008,1092.697,1.162,2464.07,3.041,770.727,0.951,2932.127,3.119,0.01,9.682,67.641,78.499,78.732,55.657,78.759,82.999,89.274,68.803,91.573,45.397,94.42,57.071,79.848,0.543,37.969,89.677,17.735,77.069,0.838,58.528,0.072,0.237,0.321,0.012,12161.905,9938.618,1.518,8.701
High-income countries,1964,Unknown,820591419.0,27438614528.0,161.314,0.17,8508.14,424.876,5.256,9487.626,344.277,3.765,9.97,0.843,0.277,8.941,0.756,0.216,4107.128,4.316,71.392,4.1579999999999995,0.299,2275.416,309941.219,590385.312,240022.688,615.938,13938.981,292770.719,52853.18,235.013,13070.632,1.294,49.461,0.052,1026.925,1.079,12.721,15.307,1014.276,1.066,2516.112,3.066,799.347,0.974,3152.602,3.313,0.011,10.709,67.641,78.249,78.601,56.869,78.794,82.643,88.943,68.571,91.319,45.269,94.004,56.62,79.659,0.543,43.852,89.072,17.312,76.797,0.838,58.384,0.074,0.241,0.327,0.012,12560.983,10439.127,1.518,8.701
High-income countries,1965,Unknown,830887229.0,27438614528.0,166.244,0.173,8828.324,320.184,3.763,9830.265,342.639,3.611,10.209,0.829,0.317,9.169,0.745,0.285,4108.436,4.267,71.392,4.1579999999999995,0.299,2441.66,318769.531,600215.562,244131.125,665.0,15026.598,293807.938,56258.992,246.163,38445.938,1.294,49.062,0.051,1087.616,1.13,13.031,15.61,1037.22,1.077,2566.333,3.089,834.186,1.004,3405.815,3.537,0.012,11.149,30908.191,76.809,78.054,58.045,77.685,82.218,88.601,68.368,91.05,44.599,93.573,56.209,79.508,0.543,37.612,88.381,18.439,77.229,0.838,58.26,0.077,0.245,0.335,0.013,12970.525,10827.006,1.518,8.701
High-income countries,1966,Unknown,840211916.0,27438614528.0,177.779,0.183,9196.254,367.93,4.168,10030.997,200.733,2.042,10.308,0.799,0.308,9.45,0.733,0.282,4113.522,4.227,71.392,4.1579999999999995,0.299,2619.438,327965.812,610246.562,248244.656,716.919,16210.233,294679.688,59916.367,258.192,39945.047,1.294,51.918,0.053,1183.636,1.216,13.394,15.798,871.722,0.896,2607.744,3.104,869.275,1.035,3657.37,3.758,0.012,12.029,32466.766,76.294,77.523,58.711,76.895,81.787,88.247,68.184,90.773,43.832,93.17,55.818,79.34,0.543,35.913,88.337,16.691,76.845,0.838,58.12,0.079,0.25,0.342,0.013,13273.686,11253.751,1.518,8.701
High-income countries,1967,Unknown,848562240.0,27438614528.0,184.619,0.188,9547.306,351.052,3.817,11029.889,998.892,9.958,11.229,0.844,0.325,9.719,0.731,0.282,4095.807,4.17,71.392,4.1579999999999995,0.299,2804.057,337513.094,621276.5,252340.453,793.347,17473.285,296204.969,63831.809,270.148,41093.203,1.294,76.428,0.078,1263.052,1.286,13.748,16.621,1525.291,1.553,2663.657,3.139,906.219,1.068,3915.443,3.986,0.012,11.956,33754.172,76.959,78.018,62.534,77.846,81.451,87.921,68.075,90.529,43.438,92.787,55.539,79.202,0.543,40.06,88.139,28.242,77.151,0.838,58.017,0.081,0.254,0.349,0.014,14103.899,11666.294,1.518,8.701
High-income countries,1968,Unknown,857007316.0,27438614528.0,196.163,0.198,10023.559,476.252,4.988,11615.381,585.491,5.308,11.715,0.839,0.322,10.11,0.724,0.278,4106.384,4.142,71.392,4.1579999999999995,0.299,3000.22,347536.656,632891.812,256446.844,871.698,18852.682,297841.5,68082.672,282.544,43310.699,1.294,78.352,0.079,1379.395,1.391,14.252,17.168,1636.545,1.651,2722.965,3.177,935.704,1.092,4250.867,4.287,0.013,12.396,35944.766,76.84,77.67,63.689,77.2,81.132,87.587,67.989,90.28,42.936,92.455,55.293,79.054,0.543,38.445,88.442,30.691,76.886,0.838,57.93,0.084,0.259,0.357,0.014,14713.005,12214.286,1.518,8.701
High-income countries,1969,Unknown,866243691.0,27438614528.0,205.037,0.205,10645.816,622.258,6.208,11696.393,81.012,0.697,11.68,0.803,0.303,10.631,0.731,0.276,4197.266,4.191,71.392,4.1579999999999995,0.299,3205.258,358182.5,644588.25,260644.094,976.053,20365.369,298943.531,72695.727,295.967,45790.199,1.294,104.354,0.104,1512.688,1.511,14.917,17.446,1102.065,1.1,2794.48,3.226,959.126,1.107,4613.048,4.606,0.013,13.423,38385.711,75.767,77.358,59.682,76.069,80.767,87.245,67.818,90.009,42.918,92.151,54.903,78.93,0.543,42.762,88.532,18.884,77.153,0.838,57.806,0.086,0.264,0.365,0.014,15112.143,12921.733,1.518,8.701
High-income countries,1970,Unknown,875442737.0,27438614528.0,215.357,0.213,11404.3,758.484,7.125,12479.244,782.852,6.693,12.34,0.82,0.306,11.277,0.749,0.28,4166.94,4.121,71.392,4.1579999999999995,0.299,3420.614,369586.75,657067.5,264811.031,1090.918,21955.76,300075.75,77999.344,309.097,47917.176,1.294,114.865,0.114,1590.392,1.573,15.608,18.185,1132.188,1.12,2806.379,3.206,931.369,1.064,5303.617,5.245,0.013,13.13,40587.527,74.711,76.543,60.599,73.127,80.356,86.87,67.665,89.683,42.748,91.901,54.54,78.866,0.543,41.356,88.809,19.884,77.997,0.838,57.683,0.089,0.27,0.373,0.015,15919.65,13664.028,1.518,8.701
High-income countries,1971,Unknown,884930243.0,27438614528.0,222.779,0.218,11702.471,298.17,2.615,12498.346,19.102,0.153,12.237,0.79,0.299,11.458,0.739,0.279,4034.156,3.95,71.392,4.1579999999999995,0.299,3643.393,381289.219,669565.875,268845.188,1235.448,23672.996,300930.406,83570.055,322.153,48644.988,1.294,144.53,0.142,1717.234,1.681,15.789,18.099,854.663,0.837,2818.782,3.185,945.444,1.068,5570.716,5.454,0.013,13.056,41651.629,73.498,75.481,60.607,70.78,79.901,86.469,67.518,89.325,42.995,91.67,54.192,78.763,0.543,44.961,88.816,16.699,77.354,0.838,57.573,0.091,0.275,0.382,0.015,16016.466,13971.987,1.518,8.701
High-income countries,1972,Unknown,894399024.0,27438614528.0,234.487,0.227,12234.84,532.369,4.549,12880.408,382.063,3.057,12.487,0.773,0.292,11.861,0.735,0.278,3985.451,3.864,71.392,4.1579999999999995,0.299,3877.88,393524.094,682446.25,272830.656,1396.741,25494.246,301638.219,89588.914,335.65,50668.02,1.294,161.293,0.156,1821.25,1.766,16.257,18.485,707.799,0.686,2873.14,3.212,978.267,1.094,6018.863,5.835,0.013,13.496,43842.121,72.971,75.409,59.59,70.032,79.444,86.077,67.349,88.967,43.372,91.455,53.797,78.678,0.543,46.495,88.745,13.13,77.511,0.838,57.46,0.093,0.281,0.39,0.016,16533.293,14540.651,1.518,8.701
High-income countries,1973,Unknown,903246702.0,27438614528.0,248.117,0.238,12832.953,598.113,4.889,13516.664,636.255,4.94,12.983,0.76,0.29,12.326,0.721,0.276,4116.492,3.954,71.392,4.1579999999999995,0.299,4125.997,406357.062,695962.875,276947.125,1586.133,27444.898,302391.125,95903.141,349.733,52993.031,1.294,189.392,0.182,1950.652,1.874,16.824,19.081,752.923,0.723,2906.217,3.218,1007.677,1.116,6314.217,6.065,0.014,14.083,46305.906,72.915,75.112,60.534,70.217,79.019,85.682,67.202,88.615,43.785,91.237,53.431,78.55,0.543,47.092,88.484,14.358,76.779,0.838,57.353,0.096,0.287,0.399,0.016,17234.582,15196.586,1.518,8.701
High-income countries,1974,Unknown,911648528.0,27438614528.0,245.606,0.234,12665.3,-167.653,-1.306,13252.704,-263.96,-1.953,12.618,0.738,0.289,12.059,0.705,0.276,4096.433,3.9,71.392,4.1579999999999995,0.299,4371.603,419022.344,709215.562,281043.562,1765.549,29431.736,303047.062,102045.766,364.109,51703.023,1.294,179.416,0.171,1986.838,1.892,16.46,18.659,655.921,0.625,2909.823,3.192,1026.977,1.127,6142.632,5.848,0.014,14.377,45605.609,72.078,74.453,59.833,69.894,78.594,85.293,67.047,88.271,43.986,91.006,53.065,78.378,0.543,45.842,87.927,12.765,75.779,0.838,57.242,0.098,0.293,0.408,0.017,17010.273,15005.993,1.518,8.701
High-income countries,1975,Unknown,919414286.0,27438614528.0,235.553,0.222,12489.165,-176.135,-1.391,13121.858,-130.846,-0.987,12.391,0.725,0.292,11.794,0.69,0.277,4088.126,3.861,71.392,4.1579999999999995,0.299,4607.156,431511.5,722337.438,285131.688,1923.743,31395.535,303748.688,108076.5,376.872,50280.203,1.294,158.194,0.149,1963.799,1.854,16.128,18.336,701.625,0.663,2943.351,3.201,1035.773,1.127,6030.73,5.695,0.012,12.763,44747.641,69.272,73.238,59.342,67.736,78.057,84.889,66.89,87.889,44.218,90.747,52.721,78.183,0.543,46.981,87.039,13.868,75.035,0.838,57.121,0.1,0.299,0.416,0.017,16858.232,14828.265,1.518,8.701
High-income countries,1976,Unknown,926781732.0,27438614528.0,245.802,0.23,13219.542,730.377,5.848,13881.315,759.457,5.788,13.007,0.733,0.292,12.387,0.698,0.278,4272.387,4.003,71.392,4.1579999999999995,0.299,4852.958,444731.031,736218.75,289404.094,2106.554,33468.422,304504.562,114508.648,390.369,52602.34,1.294,182.811,0.171,2072.888,1.942,16.784,19.059,755.898,0.708,2918.86,3.149,1071.607,1.156,6432.158,6.027,0.013,13.496,47204.379,69.002,73.486,60.162,68.243,77.541,84.499,66.749,87.517,44.386,90.493,52.39,78.017,0.543,46.232,86.82,14.868,75.324,0.838,57.001,0.102,0.305,0.425,0.018,17663.787,15554.835,1.518,8.701
High-income countries,1977,Unknown,934182213.0,27438614528.0,254.615,0.237,13467.995,248.453,1.879,14395.66,514.345,3.705,13.384,0.732,0.296,12.522,0.685,0.277,4303.42,4.001,71.392,4.1579999999999995,0.299,5107.573,458199.031,750614.438,293707.5,2283.477,35571.262,305523.156,121125.578,403.645,53401.332,1.294,176.924,0.164,2102.838,1.955,16.926,19.298,1018.602,0.947,2913.442,3.119,1070.312,1.146,6616.921,6.152,0.012,13.276,48317.258,68.282,72.805,59.951,67.105,77.021,84.102,66.604,87.129,44.534,90.222,52.071,77.837,0.543,46.378,86.116,18.474,74.854,0.838,56.865,0.104,0.311,0.434,0.018,18028.17,15812.246,1.518,8.701
High-income countries,1978,Unknown,941523828.0,27438614528.0,268.149,0.247,13730.829,262.834,1.952,14514.653,118.993,0.827,13.392,0.708,0.29,12.669,0.67,0.274,4292.84,3.961,71.392,4.1579999999999995,0.299,5375.722,471929.875,765129.062,298000.344,2461.264,37742.176,306406.844,127933.156,417.215,54540.445,1.294,177.787,0.164,2170.913,2.003,17.096,19.321,883.674,0.815,2899.764,3.08,1078.25,1.145,6807.571,6.281,0.013,13.57,49756.648,67.366,72.005,59.286,65.821,76.474,83.693,66.449,86.724,44.607,89.911,51.745,77.643,0.543,45.565,85.096,16.325,74.344,0.838,56.721,0.106,0.318,0.442,0.018,18190.717,16096.118,1.518,8.701
High-income countries,1979,Unknown,948957672.0,27438614528.0,270.613,0.248,14087.414,356.584,2.597,14738.009,223.356,1.539,13.496,0.693,0.287,12.9,0.663,0.274,4527.882,4.146,71.392,4.1579999999999995,0.299,5646.334,486017.281,779867.125,302528.219,2614.041,40032.141,307163.0,134765.391,431.151,55567.133,1.294,152.777,0.14,2289.967,2.097,17.4,19.512,756.144,0.692,2973.512,3.133,1090.703,1.149,6832.238,6.256,0.013,13.936,51110.484,67.006,71.841,60.661,66.306,75.959,83.295,66.329,86.326,44.473,89.623,51.465,77.431,0.543,42.42,85.133,16.134,73.672,0.838,56.612,0.108,0.324,0.451,0.019,18515.963,16511.721,1.518,8.701
High-income countries,1980,Unknown,956729253.0,27438614528.0,266.916,0.243,13911.117,-176.297,-1.251,14809.06,71.05,0.482,13.456,0.683,0.295,12.64,0.642,0.277,4678.771,4.251,71.392,4.1579999999999995,0.299,5913.251,499928.406,794676.188,307207.0,2760.863,42363.543,308175.688,141239.969,443.767,53534.961,1.294,146.822,0.133,2331.403,2.118,17.039,19.395,1012.689,0.92,2985.62,3.121,1070.548,1.119,6474.589,5.883,0.011,12.616,49655.758,65.699,71.381,60.554,66.754,75.428,82.909,66.211,85.942,44.571,89.325,51.208,77.183,0.543,46.396,84.503,20.386,72.345,0.838,56.517,0.11,0.331,0.46,0.019,18555.93,16301.493,1.518,8.701
High-income countries,1981,Unknown,964322114.0,27438614528.0,259.618,0.234,13480.261,-430.856,-3.097,14320.82,-488.239,-3.297,12.915,0.65,0.291,12.157,0.611,0.274,4647.114,4.191,71.392,4.1579999999999995,0.299,6172.869,513408.656,808996.938,311854.094,2866.975,44720.957,309123.438,147337.438,456.31,51975.352,1.294,106.112,0.096,2357.413,2.126,16.416,18.64,947.753,0.855,2933.917,3.042,1036.918,1.075,6097.462,5.499,0.011,12.543,48602.836,63.901,70.863,60.038,66.488,74.86,82.541,66.091,85.569,44.577,89.047,50.957,76.922,0.543,44.739,84.337,19.622,71.331,0.838,56.42,0.111,0.337,0.468,0.02,17975.314,15829.902,1.518,8.701
High-income countries,1982,Unknown,971412307.0,27438614528.0,250.172,0.224,13118.634,-361.627,-2.683,13755.135,-565.685,-3.95,12.316,0.623,0.288,11.746,0.594,0.274,4614.672,4.132,71.392,4.1579999999999995,0.299,6423.041,526527.312,822752.125,316468.781,2961.952,46991.824,309869.469,153215.984,465.699,50157.492,1.294,94.977,0.085,2270.866,2.033,15.897,17.959,746.035,0.668,2942.777,3.029,1037.331,1.068,5878.559,5.264,0.008,9.389,47266.262,61.881,69.517,58.745,64.889,74.253,82.158,65.953,85.174,44.427,88.741,50.7,76.652,0.543,40.315,83.115,16.419,70.466,0.838,56.293,0.113,0.343,0.476,0.02,17445.668,15442.716,1.518,8.701
High-income countries,1983,Unknown,978200993.0,27438614528.0,253.938,0.226,13071.353,-47.281,-0.36,13959.457,204.322,1.485,12.412,0.616,0.29,11.622,0.577,0.272,4676.023,4.158,71.392,4.1579999999999995,0.299,6676.979,539598.625,836711.562,321144.812,3046.103,49257.676,310870.906,158997.484,475.601,50106.832,1.294,84.151,0.075,2265.854,2.015,15.731,17.871,1001.418,0.89,2884.826,2.949,1049.057,1.072,5781.485,5.141,0.009,9.902,47574.609,61.42,68.826,58.71,64.073,73.668,81.774,65.818,84.767,44.275,88.41,50.469,76.389,0.543,39.536,82.051,20.928,70.012,0.838,56.15,0.114,0.349,0.484,0.021,17481.1,15388.23,1.518,8.701
High-income countries,1984,Unknown,984765166.0,27438614528.0,250.194,0.221,13464.98,393.628,3.011,14239.518,280.061,2.006,12.575,0.602,0.284,11.891,0.57,0.268,4847.372,4.281,71.392,4.1579999999999995,0.299,6927.172,553063.625,850951.062,325992.188,3111.699,51703.875,311770.5,164842.531,486.164,51897.453,1.294,65.596,0.058,2446.196,2.16,16.021,18.13,899.614,0.794,2896.783,2.942,1057.438,1.074,5845.061,5.162,0.009,10.562,49637.367,59.396,68.532,56.312,63.356,73.034,81.391,65.632,84.343,44.033,88.042,50.156,76.151,0.543,35.125,81.228,15.953,70.211,0.838,55.978,0.115,0.355,0.492,0.021,17853.834,15776.628,1.518,8.701
